product_id,product_name,category,price,image_path
101,CeraVe Glow Face Wash,Skincare,88.2,images/101.jpg
102,L'Oréal Repairing Highlighter,Makeup,93.75,images/102.jpg
103,Maybelline Volumizing Eau De Parfum,Fragrance,18.31,images/103.jpg
104,Laneige Radiant Face Wash,Skincare,9.65,images/104.jpg
105,Estee Lauder Gentle Night Cream,Skincare,33.56,images/105.jpg
106,Laneige Gentle Beauty Blender,Beauty Tools,32.32,images/106.jpg
107,Neutrogena Matte Toner,Skincare,65.25,images/107.jpg
108,The Ordinary Repairing Cleanser,Skincare,49.43,images/108.jpg
109,MAC Repairing Serum,Skincare,16.27,images/109.jpg
110,CeraVe Repairing Eau De Parfum,Fragrance,74.55,images/110.jpg
111,The Ordinary Silky Hair Mask,Haircare,80.44,images/111.jpg
112,Maybelline Gentle Body Mist,Fragrance,22.59,images/112.jpg
113,Estee Lauder Volumizing Conditioner,Haircare,24.67,images/113.jpg
114,CeraVe Silky Shampoo,Haircare,113.97,images/114.jpg
115,Fenty Beauty Glow Body Mist,Fragrance,33.71,images/115.jpg
116,Estee Lauder Volumizing Hair Mask,Haircare,110.67,images/116.jpg
117,Innisfree Matte Body Mist,Fragrance,27.18,images/117.jpg
118,Estee Lauder Volumizing Shampoo,Haircare,109.83,images/118.jpg
119,Rare Beauty Hydrating Facial Roller,Beauty Tools,96.63,images/119.jpg
120,Fenty Beauty Hydrating Blush,Makeup,117.41,images/120.jpg
121,Fenty Beauty Volumizing Hair Oil,Haircare,82.61,images/121.jpg
122,Laneige Refreshing Mascara,Makeup,103.63,images/122.jpg
123,Laneige Radiant Makeup Brush Set,Beauty Tools,62.39,images/123.jpg
124,Dove Matte Eyeshadow Palette,Makeup,55.72,images/124.jpg
125,CeraVe Matte Beauty Blender,Beauty Tools,115.48,images/125.jpg
126,Neutrogena Radiant Makeup Brush Set,Beauty Tools,64.8,images/126.jpg
127,Laneige Hydrating Beauty Blender,Beauty Tools,87.08,images/127.jpg
128,Nivea Glow Cleanser,Skincare,108.49,images/128.jpg
129,Clinique Matte Face Wash,Skincare,60.4,images/129.jpg
130,Rare Beauty Repairing Hair Mask,Haircare,24.59,images/130.jpg
131,Maybelline Longwear Perfume,Fragrance,35.96,images/131.jpg
132,Nivea Radiant Foundation,Makeup,97.77,images/132.jpg
133,Innisfree Hydrating Facial Roller,Beauty Tools,115.35,images/133.jpg
134,CeraVe Glow Body Mist,Fragrance,80.1,images/134.jpg
135,Estee Lauder Glow Perfume,Fragrance,88.84,images/135.jpg
136,Estee Lauder Longwear Makeup Brush Set,Beauty Tools,21.04,images/136.jpg
137,Innisfree Silky Perfume,Fragrance,11.58,images/137.jpg
138,Nivea Refreshing Primer,Makeup,101.83,images/138.jpg
139,The Ordinary Refreshing Hair Mask,Haircare,49.57,images/139.jpg
140,Neutrogena Hydrating Eau De Parfum,Fragrance,84.3,images/140.jpg
141,Fenty Beauty Gentle Makeup Brush Set,Beauty Tools,118.97,images/141.jpg
142,Dove Radiant Hair Mask,Haircare,74.35,images/142.jpg
143,Estee Lauder Longwear Sunscreen,Skincare,19.3,images/143.jpg
144,Innisfree Matte Perfume,Fragrance,96.39,images/144.jpg
145,Neutrogena Refreshing Facial Roller,Beauty Tools,39.79,images/145.jpg
146,Cetaphil Gentle Night Cream,Skincare,83.77,images/146.jpg
147,CeraVe Hydrating Makeup Brush Set,Beauty Tools,55.99,images/147.jpg
148,Dove Hydrating Serum,Skincare,21.81,images/148.jpg
149,Nivea Volumizing Hair Mask,Haircare,89.09,images/149.jpg
150,Estee Lauder Glow Sunscreen,Skincare,105.27,images/150.jpg
151,Estee Lauder Radiant Night Cream,Skincare,71.89,images/151.jpg
152,Neutrogena Radiant Perfume,Fragrance,68.43,images/152.jpg
153,Neutrogena Hydrating Moisturizer,Skincare,53.2,images/153.jpg
154,Innisfree Volumizing Mascara,Makeup,41.47,images/154.jpg
155,Dove Silky Perfume,Fragrance,10.4,images/155.jpg
156,Laneige Repairing Lipstick,Makeup,90.22,images/156.jpg
157,Maybelline Matte Shampoo,Haircare,39.27,images/157.jpg
158,Neutrogena Hydrating Blush,Makeup,66.19,images/158.jpg
159,Dove Glow Body Mist,Fragrance,87.49,images/159.jpg
160,L'Oréal Refreshing Blush,Makeup,100.25,images/160.jpg
161,Rare Beauty Silky Sunscreen,Skincare,82.87,images/161.jpg
162,Innisfree Longwear Body Mist,Fragrance,43.83,images/162.jpg
163,Estee Lauder Gentle Shampoo,Haircare,63.82,images/163.jpg
164,Dove Hydrating Perfume,Fragrance,15.47,images/164.jpg
165,Estee Lauder Repairing Night Cream,Skincare,93.12,images/165.jpg
166,Clinique Silky Concealer,Makeup,76.59,images/166.jpg
167,CeraVe Refreshing Hair Mask,Haircare,56.64,images/167.jpg
168,Clinique Volumizing Mascara,Makeup,94.07,images/168.jpg
169,Rare Beauty Volumizing Eau De Parfum,Fragrance,19.96,images/169.jpg
170,Maybelline Longwear Concealer,Makeup,102.14,images/170.jpg
171,MAC Gentle Night Cream,Skincare,104.22,images/171.jpg
172,Fenty Beauty Gentle Beauty Blender,Beauty Tools,117.44,images/172.jpg
173,CeraVe Repairing Foundation,Makeup,82.34,images/173.jpg
174,Cetaphil Refreshing Makeup Brush Set,Beauty Tools,69.5,images/174.jpg
175,Laneige Repairing Shampoo,Haircare,71.45,images/175.jpg
176,Rare Beauty Refreshing Eau De Parfum,Fragrance,25.14,images/176.jpg
177,Neutrogena Volumizing Concealer,Makeup,118.85,images/177.jpg
178,The Ordinary Silky Facial Roller,Beauty Tools,20.47,images/178.jpg
179,MAC Hydrating Concealer,Makeup,59.64,images/179.jpg
180,Maybelline Glow Highlighter,Makeup,13.19,images/180.jpg
181,Dove Volumizing Conditioner,Haircare,50.21,images/181.jpg
182,Cetaphil Radiant Makeup Brush Set,Beauty Tools,99.75,images/182.jpg
183,CeraVe Hydrating Perfume,Fragrance,62.43,images/183.jpg
184,Innisfree Refreshing Beauty Blender,Beauty Tools,77.35,images/184.jpg
185,Maybelline Refreshing Eau De Parfum,Fragrance,111.75,images/185.jpg
186,Estee Lauder Hydrating Eau De Parfum,Fragrance,88.4,images/186.jpg
187,Innisfree Refreshing Shampoo,Haircare,22.4,images/187.jpg
188,Rare Beauty Glow Eau De Parfum,Fragrance,35.41,images/188.jpg
189,Innisfree Hydrating Hair Mask,Haircare,62.94,images/189.jpg
190,MAC Hydrating Toner,Skincare,8.41,images/190.jpg
191,MAC Volumizing Mascara,Makeup,101.38,images/191.jpg
192,Neutrogena Gentle Concealer,Makeup,39.7,images/192.jpg
193,Neutrogena Gentle Hair Mask,Haircare,97.66,images/193.jpg
194,Clinique Silky Beauty Blender,Beauty Tools,113.96,images/194.jpg
195,The Ordinary Glow Eyeshadow Palette,Makeup,8.21,images/195.jpg
196,Cetaphil Volumizing Toner,Skincare,16.42,images/196.jpg
197,Maybelline Gentle Shampoo,Haircare,59.88,images/197.jpg
198,Nivea Glow Shampoo,Haircare,84.16,images/198.jpg
199,L'Oréal Glow Face Wash,Skincare,94.96,images/199.jpg
200,The Ordinary Silky Makeup Brush Set,Beauty Tools,100.07,images/200.jpg
201,Cetaphil Gentle Perfume,Fragrance,55.39,images/201.jpg
202,Maybelline Longwear Shampoo,Haircare,25.43,images/202.jpg
203,Innisfree Radiant Cleanser,Skincare,28.91,images/203.jpg
204,L'Oréal Gentle Night Cream,Skincare,25.57,images/204.jpg
205,The Ordinary Silky Shampoo,Haircare,88.11,images/205.jpg
206,Cetaphil Silky Perfume,Fragrance,54.56,images/206.jpg
207,Cetaphil Longwear Body Mist,Fragrance,96.13,images/207.jpg
208,Fenty Beauty Refreshing Mascara,Makeup,109.93,images/208.jpg
209,Neutrogena Repairing Moisturizer,Skincare,15.65,images/209.jpg
210,Dove Gentle Makeup Brush Set,Beauty Tools,35.61,images/210.jpg
211,Clinique Refreshing Perfume,Fragrance,65.17,images/211.jpg
212,Fenty Beauty Radiant Concealer,Makeup,24.89,images/212.jpg
213,Nivea Refreshing Conditioner,Haircare,29.25,images/213.jpg
214,L'Oréal Silky Hair Oil,Haircare,116.33,images/214.jpg
215,L'Oréal Refreshing Perfume,Fragrance,28.78,images/215.jpg
216,The Ordinary Glow Shampoo,Haircare,17.21,images/216.jpg
217,MAC Longwear Body Mist,Fragrance,73.55,images/217.jpg
218,Innisfree Longwear Perfume,Fragrance,63.58,images/218.jpg
219,Nivea Hydrating Concealer,Makeup,118.59,images/219.jpg
220,Maybelline Radiant Mascara,Makeup,82.41,images/220.jpg
221,Laneige Silky Shampoo,Haircare,99.91,images/221.jpg
222,Innisfree Gentle Facial Roller,Beauty Tools,91.52,images/222.jpg
223,Innisfree Silky Facial Roller,Beauty Tools,21.5,images/223.jpg
224,Laneige Matte Perfume,Fragrance,12.01,images/224.jpg
225,Innisfree Matte Hair Oil,Haircare,19.96,images/225.jpg
226,Estee Lauder Gentle Lipstick,Makeup,77.88,images/226.jpg
227,Maybelline Radiant Conditioner,Haircare,62.56,images/227.jpg
228,Neutrogena Longwear Concealer,Makeup,21.24,images/228.jpg
229,The Ordinary Matte Eau De Parfum,Fragrance,90.11,images/229.jpg
230,MAC Hydrating Foundation,Makeup,41.82,images/230.jpg
231,Cetaphil Refreshing Foundation,Makeup,100.12,images/231.jpg
232,Fenty Beauty Longwear Beauty Blender,Beauty Tools,15.07,images/232.jpg
233,Estee Lauder Silky Night Cream,Skincare,19.87,images/233.jpg
234,Clinique Longwear Mascara,Makeup,113.89,images/234.jpg
235,MAC Refreshing Beauty Blender,Beauty Tools,102.71,images/235.jpg
236,Maybelline Radiant Makeup Brush Set,Beauty Tools,94.42,images/236.jpg
237,Clinique Radiant Sunscreen,Skincare,36.73,images/237.jpg
238,Laneige Gentle Hair Oil,Haircare,35.53,images/238.jpg
239,Clinique Matte Lipstick,Makeup,50.09,images/239.jpg
240,Fenty Beauty Matte Mascara,Makeup,94.33,images/240.jpg
241,Fenty Beauty Radiant Makeup Brush Set,Beauty Tools,56.47,images/241.jpg
242,Maybelline Radiant Facial Roller,Beauty Tools,80.72,images/242.jpg
243,Fenty Beauty Refreshing Serum,Skincare,35.73,images/243.jpg
244,Estee Lauder Matte Blush,Makeup,32.04,images/244.jpg
245,Rare Beauty Gentle Conditioner,Haircare,15.06,images/245.jpg
246,Neutrogena Refreshing Mascara,Makeup,21.19,images/246.jpg
247,Innisfree Radiant Lipstick,Makeup,42.46,images/247.jpg
248,Rare Beauty Silky Eau De Parfum,Fragrance,109.18,images/248.jpg
249,Nivea Glow Eau De Parfum,Fragrance,84.77,images/249.jpg
250,Dove Repairing Hair Mask,Haircare,19.67,images/250.jpg
251,Innisfree Radiant Body Mist,Fragrance,35.3,images/251.jpg
252,Clinique Repairing Conditioner,Haircare,32.29,images/252.jpg
253,Estee Lauder Longwear Mascara,Makeup,28.48,images/253.jpg
254,L'Oréal Matte Highlighter,Makeup,42.58,images/254.jpg
255,Laneige Longwear Eau De Parfum,Fragrance,92.02,images/255.jpg
256,Fenty Beauty Volumizing Hair Mask,Haircare,34.1,images/256.jpg
257,Clinique Refreshing Hair Mask,Haircare,38.01,images/257.jpg
258,MAC Volumizing Toner,Skincare,52.65,images/258.jpg
259,L'Oréal Gentle Shampoo,Haircare,97.18,images/259.jpg
260,Fenty Beauty Volumizing Hair Oil,Haircare,66.74,images/260.jpg
261,MAC Refreshing Lipstick,Makeup,48.91,images/261.jpg
262,Maybelline Radiant Makeup Brush Set,Beauty Tools,31.42,images/262.jpg
263,Estee Lauder Gentle Facial Roller,Beauty Tools,46.42,images/263.jpg
264,Estee Lauder Radiant Body Mist,Fragrance,16.67,images/264.jpg
265,CeraVe Silky Concealer,Makeup,57.11,images/265.jpg
266,Rare Beauty Glow Makeup Brush Set,Beauty Tools,93.99,images/266.jpg
267,Nivea Volumizing Face Wash,Skincare,48.52,images/267.jpg
268,Neutrogena Longwear Toner,Skincare,70.37,images/268.jpg
269,Estee Lauder Gentle Highlighter,Makeup,18.93,images/269.jpg
270,Fenty Beauty Hydrating Facial Roller,Beauty Tools,37.89,images/270.jpg
271,Fenty Beauty Repairing Shampoo,Haircare,61.58,images/271.jpg
272,Laneige Refreshing Concealer,Makeup,31.39,images/272.jpg
273,Laneige Glow Facial Roller,Beauty Tools,104.98,images/273.jpg
274,Rare Beauty Refreshing Eau De Parfum,Fragrance,52.02,images/274.jpg
275,Rare Beauty Volumizing Beauty Blender,Beauty Tools,107.5,images/275.jpg
276,The Ordinary Hydrating Beauty Blender,Beauty Tools,96.08,images/276.jpg
277,Clinique Repairing Hair Mask,Haircare,111.05,images/277.jpg
278,MAC Longwear Shampoo,Haircare,61.44,images/278.jpg
279,Estee Lauder Gentle Primer,Makeup,33.31,images/279.jpg
280,Maybelline Silky Eyeshadow Palette,Makeup,77.45,images/280.jpg
281,Nivea Glow Facial Roller,Beauty Tools,44.03,images/281.jpg
